DispatchBrief,DeliverableID,PackageID,Revision05IDExists,ReuseDisposition,Notes
execution/_Coordination/DEV-001_DISPATCH_DEL-01-02.md,DEL-01-02,PKG-01,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-01-03.md,DEL-01-03,PKG-01,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-01-04.md,DEL-01-04,PKG-01,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-02-01.md,DEL-02-01,PKG-02,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-02-02.md,DEL-02-02,PKG-02,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-02-03.md,DEL-02-03,PKG-02,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-02-04.md,DEL-02-04,PKG-02,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-02-05.md,DEL-02-05,PKG-02,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-01.md,DEL-03-01,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-02.md,DEL-03-02,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-03.md,DEL-03-03,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-04.md,DEL-03-04,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-05.md,DEL-03-05,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-06.md,DEL-03-06,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-07.md,DEL-03-07,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-03-08.md,DEL-03-08,PKG-03,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-01.md,DEL-04-01,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-02.md,DEL-04-02,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-03.md,DEL-04-03,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-04.md,DEL-04-04,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-05.md,DEL-04-05,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-04-06.md,DEL-04-06,PKG-04,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-05-01.md,DEL-05-01,PKG-05,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-05-02.md,DEL-05-02,PKG-05,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-05-03.md,DEL-05-03,PKG-05,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-05-04.md,DEL-05-04,PKG-05,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-05-05.md,DEL-05-05,PKG-05,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-06-01.md,DEL-06-01,PKG-06,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-06-02.md,DEL-06-02,PKG-06,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-06-03.md,DEL-06-03,PKG-06,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-06-04.md,DEL-06-04,PKG-06,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-06-05.md,DEL-06-05,PKG-06,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-07-01.md,DEL-07-01,PKG-07,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-08-01.md,DEL-08-01,PKG-08,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-08-02.md,DEL-08-02,PKG-08,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-08-03.md,DEL-08-03,PKG-08,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-08-04.md,DEL-08-04,PKG-08,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-08-05.md,DEL-08-05,PKG-08,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-09-01.md,DEL-09-01,PKG-09,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-09-02.md,DEL-09-02,PKG-09,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-10-01.md,DEL-10-01,PKG-10,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-10-02.md,DEL-10-02,PKG-10,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-10-05.md,DEL-10-05,PKG-10,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-12-01.md,DEL-12-01,PKG-12,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-12-03.md,DEL-12-03,PKG-12,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_DISPATCH_DEL-12-05.md,DEL-12-05,PKG-12,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
execution/_Coordination/DEV-001_PILOT_DISPATCH_DEL-01-01.md,DEL-01-01,PKG-01,Y,DO_NOT_REUSE_FOR_REVISION_0_5_IMPLEMENTATION,Historical evidence only; regenerate sealed brief after refreshed graph/context approval.
